,price,location,baths,bedrooms,Total_Area
728,250.0,Bhara kahu,7,6,65340.0
729,450.0,DHA Defence,7,6,5445.0
730,470.0,Bahria Town,7,6,5445.0
731,210.0,G-11,3,4,1361.255
732,110.0,H-13,6,6,15246.056
733,475.0,DHA Defence,6,5,5445.0
734,140.0,Swan Garden,3,3,34031.375
735,150.0,B-17,5,5,2178.008
736,300.0,G-10,3,4,2722.51
737,130.0,I-14,5,5,1633.506
738,1400.0,F-7,4,4,98010.0
739,95.0,Ghauri Town,5,4,1361.255
740,95.0,Thalian,2,3,2722.51
741,26.0,DHA Defence,2,2,1361.255
742,34.0,DHA Defence,2,2,1361.255
743,75.0,DHA Defence,3,3,2178.008
745,140.0,Bahria Town,6,6,1905.757
747,275.0,Bahria Town,8,7,2722.51
749,45.0,Burma Town,3,2,1089.004
750,380.0,Bahria Town,7,6,5445.0
751,300.0,AGHOSH,6,7,5445.0
753,450.0,G-9,6,7,2722.51
754,450.0,Bhara kahu,5,4,10890.0
755,280.0,Bahria Town,6,5,2994.7609999999995
756,435.0,DHA Defence,6,5,5445.0
757,160.0,D-12,4,3,2178.008
758,125.0,Lehtarar Road,5,11,2722.51
759,76.0,DHA Defence,3,3,2178.008
760,1300.0,F-7,6,6,70785.0
761,165.0,G-14,4,4,1361.255
763,160.0,PWD Housing Scheme,6,5,2450.259
764,550.0,E-11,5,5,5445.0
765,145.0,F-17,4,4,2178.008
766,230.0,F-17,6,6,2722.51
767,120.0,Ghauri Town,5,4,1361.255
768,115.0,H-13,6,6,1361.255
769,520.0,G-9,3,4,3811.514
770,110.0,Naval Anchorage,4,3,1361.255
771,130.0,F-17,6,4,1905.757
772,260.0,DHA Defence,5,4,2722.51
773,240.0,Bahria Town,5,4,2722.51
774,90.0,H-13,4,4,1361.255
775,565.0,G-13,5,5,5445.0
776,95.0,H-13,6,5,1361.255
778,390.0,G-10,6,6,5445.0
779,56.0,DHA Defence,4,3,2178.008
780,95.0,Islamabad Highway,5,4,816.7529999999999
781,305.0,DHA Defence,6,5,3267.012
782,60.0,Ghauri Town,2,2,1361.255
783,400.0,DHA Defence,9,8,98010.0
784,385.0,DHA Defence,6,5,5445.0
785,525.0,I-8,6,6,38659.642
787,200.0,Bhara kahu,6,9,5445.0
788,55.0,Ghauri Town,4,4,816.7529999999999
789,175.0,D-17,5,6,2722.51
790,200.0,G-8,3,4,1633.506
791,430.0,E-11,6,6,2722.51
792,80.0,Jhangi Syedan,4,4,1361.255
793,30.0,Lehtarar Road,2,2,816.7529999999999
794,26.0,Jhang Syedan,2,2,816.7529999999999
795,165.0,G-14,4,4,1361.255
796,175.0,PWD Housing Scheme,6,6,3267.012
797,180.0,National Police Foundation,6,8,2722.51
799,54.0,New Shakrial,4,4,11434.542
800,55.0,Garden Town,5,2,816.7529999999999
801,19.0,Lehtarar Road,1,2,6806.275
802,49.0,Burma Town,4,3,1089.004
803,120.0,Bahria Town,5,5,1905.757
804,155.0,Sihala,4,5,1905.757
805,125.0,Golra Mor,4,8,1361.255
806,260.0,National Police Foundation O-9,7,6,5445.0
807,125.0,Gulshan-e-Khudadad,4,4,1361.255
808,280.0,B-17,9,9,3811.514
809,360.0,G-13,7,7,2722.51
810,95.0,Ghauri Town,5,4,1361.255
811,210.0,Soan Garden,6,8,4356.016
812,180.0,Margalla Town,6,7,12251.294999999998
813,270.0,Bani Gala,10,6,4356.016
815,70.0,Bhara kahu,5,4,1361.255
816,390.0,G-10,6,6,3267.012
817,140.0,I-9,4,4,1361.255
818,60.0,Chatha Bakhtawar,3,2,1361.255
819,90.0,H-13,5,5,12251.294999999998
820,138.0,I-14,5,5,1905.757
821,110.0,Soan Garden,4,4,2450.259
822,70.0,Bhara kahu,4,6,1361.255
823,410.0,G-13,7,6,38659.642
824,165.0,G-14,5,5,1361.255
825,450.0,Rawal Town,3,4,3267.012
827,65.0,H-13,4,4,1361.255
828,46.0,Jhang Syedan,3,3,1361.255
829,250.0,AGHOSH,7,5,5445.0
830,350.0,G-9,6,6,2722.51
831,85.0,Bhara kahu,4,3,2722.51
832,145.0,Bani Gala,6,6,2722.51
833,75.0,Ghauri Town,5,4,12251.294999999998
835,105.0,Ghauri Town,5,4,1361.255
837,185.0,Pakistan Town,7,7,2994.7609999999995
838,250.0,Bahria Town,6,4,2722.51
839,175.0,Thanda Pani,6,4,65340.0
840,99.0,B-17,4,3,1361.255
841,99.0,B-17,4,3,1361.255
842,170.0,G-15,4,4,1905.757
843,1100.0,F-8,3,3,70785.0
846,350.0,D-17,9,9,5445.0
847,280.0,G-15,6,6,3267.012
848,135.0,I-10,3,3,1361.255
849,85.0,DHA Defence,3,3,2178.008
850,66.0,Khanna Pul,4,4,1361.255
851,320.0,Emaar Canyon Views,3,4,81675.0
852,55.0,Ali Pur,2,4,1089.004
853,68.0,Ghauri Town,3,3,1361.255
854,150.0,DHA Defence,3,3,1361.255
855,44.0,Koral Chowk,1,2,1089.004
856,39.0,Koral Chowk,2,2,9528.785
857,39.0,Koral Chowk,2,2,9528.785
858,99.0,B-17,4,3,1361.255
859,99.0,B-17,4,3,1361.255
860,265.0,G-13,5,5,2178.008
861,160.0,I-14,6,5,19602.072
862,98.0,Ghauri Town,5,4,1361.255
864,150.0,G-13,4,4,1089.004
866,140.0,PECHS,5,5,2722.51
867,65.0,H-13,3,2,15246.056
868,52.0,H-13,3,3,10617.789
869,35.0,DHA Defence,2,2,1361.255
870,79.0,Taramrri,4,4,1361.255
871,280.0,National Police Foundation O-9,9,7,5445.0
872,140.0,Ghauri Town,6,7,1905.757
873,140.0,Ghauri Town,7,7,1905.757
874,140.0,G-13,4,4,11979.043999999998
875,45.0,Ghauri Town,2,3,1089.004
876,230.0,Bahria Town,4,3,2722.51
877,100.0,I-13,5,4,1361.255
878,410.0,G-13,7,7,3811.514
879,450.0,DHA Defence,6,5,5445.0
880,750.0,F-10,5,5,5445.0
881,1600.0,F-10,7,7,10890.0
882,2500.0,F-7,10,10,136125.0
884,165.0,G-13,6,6,11979.043999999998
885,85.0,DHA Defence,5,10,1361.255
886,775.0,E-11,7,7,5445.0
887,200.0,I-10,3,5,1633.506
888,215.0,G-11,5,2,12251.294999999998
889,160.0,G-11,2,3,1361.255
890,160.0,Green Avenue,6,6,1633.506
891,34.0,DHA Defence,2,2,1361.255
892,47.0,Shah Allah Ditta,3,2,1361.255
893,175.0,Soan Garden,5,4,5445.0
894,96.0,National Police Foundation,4,3,20418.825
895,340.0,F-11,4,4,2722.51
896,95.0,Jhangi Syedan,4,5,1361.255
897,60.0,New Shakrial,3,3,1361.255
898,310.0,F-11,4,4,1633.506
899,65.0,I-13,4,5,1633.506
900,150.0,DHA Defence,3,3,1361.255
901,155.0,Bahria Town,5,5,2178.008
902,120.0,Bhara kahu,5,5,2178.008
903,110.0,Ghauri Town,4,4,1361.255
904,415.0,DHA Defence,6,5,5445.0
905,480.0,DHA Defence,8,7,5445.0
906,135.0,FECHS,4,4,1905.757
907,255.0,Bahria Town,6,5,2722.51
908,150.0,B-17,4,4,2178.008
909,250.0,Bahria Town,4,4,2722.51
910,50.0,Arsalan Town,5,5,1361.255
912,138.0,F-17,5,5,1905.757
913,250.0,Blue Area,2,4,1905.757
915,168.0,D-12,5,3,1089.004
916,120.0,FECHS,5,5,1905.757
917,145.0,FECHS,4,4,1905.757
919,215.0,D-12,4,4,1905.757
920,600.0,I-8,6,8,38659.642
921,85.0,I-14,2,2,1633.506
922,98.5,Soan Garden,3,2,1633.506
923,1300.0,F-7,5,8,70785.0
924,800.0,F-11,5,5,5445.0
925,1300.0,F-8,10,11,5445.0
927,115.0,Ghauri Town,6,4,1361.255
929,80.0,Arsalan Town,3,2,1361.255
933,255.0,G-15,6,8,3267.012
934,280.0,Bhara kahu,6,10,5445.0
936,125.0,PAF Tarnol,5,4,3267.012
937,85.0,Taramrri,6,6,1633.506
938,110.0,Bahria Town,4,4,1361.255
939,215.0,G-9,3,3,1633.506
940,435.0,DHA Defence,7,6,65340.0
941,1750.0,F-8,9,9,70785.0
942,40.0,Motorway Chowk,3,4,1361.255
943,390.0,DHA Defence,6,6,5445.0
944,1500.0,F-10,5,5,87120.0
945,300.0,B-17,3,3,98010.0
947,70.0,Ghauri Town,6,6,12251.294999999998
948,30.0,I-13,1,3,6806.275
951,110.0,Bahria Town,2,3,1361.255
952,250.0,Bahria Town,4,4,2722.51
953,325.0,DHA Defence,5,5,5445.0
955,85.0,Chatha Bakhtawar,6,4,1361.255
956,275.0,Bahria Town,6,5,2994.7609999999995
957,55.0,Lehtarar Road,3,2,1361.255
958,140.0,FECHS,6,4,1905.757
960,390.0,G-10,6,6,3267.012
961,325.0,G-15,6,6,3539.263
962,725.0,F-11,5,5,5445.0
963,3000.0,F-7,6,6,10890.0
964,115.0,Pakistan Town,5,3,18240.817
965,40.0,Ghauri Town,2,3,7623.027999999999
966,170.0,Soan Garden,6,6,5445.0
967,80.0,Al Huda Town,4,8,1361.255
971,1000.0,D-12,9,9,65340.0
972,325.0,G-9,6,5,29675.359
973,215.0,G-9,3,4,18240.817
974,85.0,Ghauri Town,3,3,1361.255
975,360.0,E-11,6,6,1905.757
976,175.0,Soan Garden,3,4,5445.0
977,1000.0,F-11,10,10,5445.0
978,65.0,E-18,3,2,2178.008
979,150.0,B-17,6,4,33759.124
980,155.0,National Police Foundation,6,5,2722.51
981,775.0,F-11,6,6,59895.0
982,265.0,G-13,6,5,1905.757
983,155.0,Bahria Town,4,3,1361.255
984,95.0,E-18,2,2,2722.51
985,185.0,DHA Defence,4,3,2994.7609999999995
986,950.0,F-7,5,9,5445.0
988,525.0,Bahria Town,6,6,65340.0
989,88.0,Lehtarar Road,7,4,1089.004
990,200.0,Park Road,8,6,2722.51
991,1900.0,F-8,10,9,70785.0
992,300.0,Bahria Town,8,8,2722.51
993,650.0,F-11,8,8,4356.016
994,275.0,Bahria Town,6,5,2994.7609999999995
995,67.0,Kuri Road,5,5,1089.004
997,250.0,PWD Housing Scheme,6,6,3811.514
998,230.0,Margalla Town,2,2,2450.259
1002,130.0,B-17,7,5,2178.008
1003,190.0,B-17,7,5,2178.008
1004,145.0,B-17,7,5,2178.008
1005,145.0,B-17,7,5,2178.008
1006,150.0,B-17,7,5,2178.008
1007,140.0,B-17,7,5,2178.008
1008,145.0,B-17,7,5,2178.008
1009,490.0,I-8,5,6,38659.642
1010,80.0,Lehtarar Road,6,4,1633.506
1011,225.0,G-14,5,5,2178.008
1012,140.0,B-17,4,4,2178.008
1014,50.0,Tarnol,3,2,1361.255
1015,32.0,Bhara kahu,2,3,816.7529999999999
1016,265.0,G-13,5,6,1905.757
1017,200.0,G-9,4,5,1361.255
1018,78.0,Bhara kahu,4,4,1905.757
1019,90.0,B-17,4,4,15246.056
1020,370.0,DHA Defence,7,6,5445.0
1022,105.0,H-13,4,5,15246.056
1023,70.0,Bhara kahu,5,5,1633.506
1024,100.0,Islamabad Expressway,5,4,1361.255
1026,190.0,Bani Gala,7,7,2722.51
1027,380.0,DHA Defence,6,6,4356.016
1028,165.0,D-17,5,5,2178.008
1029,180.0,DHA Defence,4,4,2994.7609999999995
1030,250.0,Bani Gala,6,6,4356.016
1032,150.0,I-9,3,2,1633.506
1033,48.0,Burma Town,3,2,1361.255
1036,76.0,H-13,4,4,1361.255
1037,335.0,DHA Defence,6,6,5445.0
1038,125.0,Ghauri Town,7,5,1361.255
1040,175.0,G-13,5,5,1089.004
1041,122.0,G-13,4,4,1089.004
1042,51.0,Jhangi Syedan,6,6,1361.255
1043,105.0,Soan Garden,4,4,1361.255
1044,170.0,DHA Defence,3,4,1361.255
1045,50.0,Lehtarar Road,2,2,1361.255
1046,265.0,E-11,6,6,2178.008
1047,155.0,B-17,7,6,5445.0
1048,120.0,Alipur Farash,3,3,2722.51
1049,135.0,FECHS,6,6,19602.072
1050,120.0,H-13,6,7,1633.506
1051,38.0,Bhara kahu,2,3,1089.004
1053,62.0,Ghauri Town,5,7,816.7529999999999
1054,105.0,Ghauri Town,6,4,1361.255
1055,220.0,Bani Gala,5,5,2722.51
1056,135.0,Bahria Town,3,3,1361.255
1057,750.0,Bahria Town,5,5,16335.0
1058,60.0,Ghauri Town,3,2,1361.255
1059,55.0,Ghauri Town,3,2,1089.004
1060,40.0,Kashmir Highway,3,4,1361.255
1061,52.0,Madina Town,2,3,1633.506
1062,100.0,Ghauri Town,4,4,1361.255
1063,1300.0,F-7,6,6,70785.0
1064,430.0,DHA Defence,6,6,5445.0
1065,45.0,Sarai Kharbuza,3,3,2178.008
1066,580.0,I-8,6,10,38659.642
1067,105.0,Kuri Road,4,5,2722.51
1068,105.0,Ghauri Town,6,6,1361.255
1069,110.0,H-13,6,7,1361.255
1070,105.0,H-13,7,7,1905.757
1071,275.0,E-11,4,4,18240.817
1072,105.0,Ghauri Town,7,6,1361.255
1073,375.0,E-11,6,6,2722.51
1074,105.0,H-13,5,6,1361.255
1075,85.0,H-13,5,5,12251.294999999998
1076,105.0,H-13,6,6,1361.255
1077,95.0,H-13,7,7,1089.004
1078,260.0,Naval Anchorage,5,5,38659.642
1079,35.0,Japan Road,3,2,1361.255
1082,175.0,G-14,3,3,1361.255
1083,350.0,Bani Gala,5,4,3811.514
1084,750.0,F-10,4,5,5445.0
1085,675.0,E-11,7,6,5445.0
1086,160.0,Pakistan Town,8,8,2722.51
1087,65.0,River Garden,2,3,1361.255
1088,125.0,Kuri Road,3,3,1361.255
1089,120.0,Kuri Road,4,4,1361.255
1090,135.0,Kuri Road,4,4,1633.506
1091,145.0,Kuri Road,4,4,1633.506
1092,165.0,Kuri Road,5,5,1905.757
1093,170.0,Kuri Road,5,5,1905.757
1094,225.0,G-11,4,4,14973.804999999998
1095,112.0,Airport Enclave,6,5,2178.008
1096,130.0,H-13,6,5,1633.506
1097,45.0,Tarnol,3,4,816.7529999999999
1098,130.0,PWD Housing Scheme,5,4,1633.506
1099,105.0,Ghauri Town,3,2,1905.757
1100,66.0,DHA Defence,4,3,2178.008
1101,750.0,F-11,5,5,70785.0
1102,1250.0,F-10,10,11,10890.0
1103,65.0,Ghauri Town,3,2,1361.255
1104,280.0,G-15,7,6,3539.263
1105,80.0,Ghauri Town,5,4,1361.255
1106,1170.0,F-8,5,5,70785.0
1107,950.0,F-10,9,9,70785.0
1108,75.0,Bani Gala,2,2,2722.51
1109,700.0,G-10,4,3,5445.0
1110,90.0,Ghauri Town,5,4,1633.506
1111,700.0,G-10,4,4,5445.0
1112,450.0,DHA Defence,7,7,5445.0
1113,250.0,Chak Shahzad,6,6,2722.51
1115,125.0,Bhara kahu,3,5,2450.259
1116,680.0,I-8,6,8,65340.0
1117,260.0,G-13,4,4,2178.008
1119,150.0,G-13,4,5,1089.004
1120,60.0,I-13,4,5,1089.004
1121,175.0,B-17,4,4,5445.0
1122,290.0,B-17,8,9,5445.0
1123,115.0,Ghauri Town,5,4,15246.056
1124,350.0,Bani Gala,8,7,5445.0
1125,810.0,G-10,10,10,76230.0
1126,880.0,I-8,6,8,65340.0
1127,915.0,I-8,6,10,65340.0
1128,560.0,I-8,6,6,38659.642
1129,380.0,G-13,6,6,40020.897
1130,160.0,G-13,7,7,1089.004
1131,420.0,G-10,9,7,38659.642
1132,137.0,CBR Town,2,2,1905.757
1133,34.0,Burma Town,2,2,816.7529999999999
1134,160.0,DHA Defence,4,4,2722.51
1135,95.0,I-14,3,2,1361.255
1136,33.0,Madina Town,2,4,6261.772999999999
1137,150.0,Naval Anchorage,3,3,1361.255
1138,35.0,Marwa Town,2,2,6806.275
1139,150.0,G-13,5,5,1089.004
1140,40.0,D-14,2,2,1361.255
1141,120.0,Ghauri Town,5,5,15246.056
1142,150.0,National Police Foundation O-9,5,5,27497.351
1143,56.0,I-13,4,6,1089.004
1144,525.0,DHA Defence,10,7,5445.0
1145,60.0,Ghauri Town,2,2,1361.255
1146,86.0,Mumtaz City,3,3,816.7529999999999
1147,215.0,DHA Defence,7,5,2722.51
1152,210.0,G-9,2,3,1633.506
1153,750.0,D-12,3,4,5445.0
1154,120.0,Bani Gala,4,4,2178.008
1155,400.0,Bani Gala,8,8,98010.0
1156,175.0,Bani Gala,7,7,2722.51
1157,38.0,Kuri Road,3,3,1089.004
1158,105.0,Madina Town,7,5,1361.255
1159,190.0,I-14,6,5,1905.757
1160,700.0,I-8,6,6,65340.0
1162,110.0,Ghauri Town,5,4,1361.255
1163,105.0,Ghauri Town,6,4,1361.255
1164,325.0,PWD Housing Scheme,8,6,5445.0
1165,395.0,Kuri Road,8,7,3267.012
1166,189.0,PWD Housing Scheme,6,6,38659.642
1167,35.0,DHA Defence,2,2,1361.255
1168,175.0,G-7,4,7,1361.255
1170,150.0,FECHS,5,5,2178.008
1171,275.0,Bahria Town,5,4,2722.51
1172,750.0,D-12,4,4,5445.0
1173,75.0,Ghauri Town,6,6,1089.004
1175,660.0,I-8,6,5,5445.0
1176,260.0,G-13,6,5,2178.008
1177,300.0,Bani Gala,5,5,5445.0
1178,60.0,Ghauri Town,2,2,1361.255
1179,325.0,G-11,7,4,2178.008
1180,55.0,Burma Town,3,2,1361.255
1182,220.0,Lehtarar Road,8,10,28858.606
1184,580.0,I-8,6,10,38931.893
1185,1350.0,F-6,5,5,87120.0
1186,115.0,Ghauri Town,6,4,1361.255
1187,125.0,Ghauri Town,6,4,1361.255
1188,900.0,I-8,6,8,65340.0
1189,132.0,Islamabad - Murree Expressway,6,6,5445.0
1190,45.0,Bhara kahu,3,2,1361.255
1191,28.0,Burma Town,2,2,6806.275
1192,315.0,Bahria Town,6,6,2722.51
1193,55.0,Burma Town,3,3,1361.255
1194,130.0,Shaheen Town,6,6,4628.267
1195,325.0,Bani Gala,5,5,5445.0
1196,35.0,DHA Defence,3,2,1361.255
1197,690.0,E-11,7,6,5445.0
1198,128.0,D-17,6,5,2178.008
1199,45.0,Jhang Syedan,3,3,1361.255
1200,85.0,Ghauri Town,6,4,1361.255
1202,450.0,Bahria Town,5,5,5445.0
1204,165.0,D-12,2,2,1089.004
1206,125.0,FECHS,6,5,2178.008
1208,32.0,DHA Defence,2,2,1361.255
1209,95.0,Pakistan Town,3,3,2722.51
1210,130.0,FECHS,6,6,1905.757
1211,35.0,DHA Defence,2,2,1361.255
1212,170.0,DHA Defence,4,6,2722.51
1213,200.0,Korang Town,6,6,3267.012
1214,50.0,Thanda Pani,3,2,1361.255
1216,34.0,DHA Defence,3,2,1361.255
1217,195.0,G-15,7,5,1905.757
1218,33.0,Lehtarar Road,3,2,1361.255
1219,900.0,E-11,9,9,65340.0
1221,500.0,Bahria Town,6,5,5445.0
1222,65.0,H-13,4,4,1361.255
1223,34.0,Bhara kahu,3,3,16879.561999999998
1224,435.0,I-8,6,6,33759.124
1225,160.0,FECHS,6,6,49549.68199999999
1226,800.0,F-10,3,4,5445.0
1227,68.0,D-17,4,3,816.7529999999999
1228,90.0,Shaheen Town,7,5,40020.897
1229,260.0,Pakistan Town,7,6,65340.0
1231,465.0,I-8,6,6,33759.124
1232,148.0,Soan Garden,3,3,3267.012
1233,195.0,Zaraj Housing Scheme,6,4,3811.514
1234,185.0,Bahria Town,6,5,2722.51
1235,160.0,F-17,6,4,2178.008
1236,150.0,Pakistan Town,5,7,2722.51
1237,140.0,CBR Town,4,5,2722.51
1238,190.0,I-10,2,3,18240.817
1239,260.0,Bahria Town,6,5,2722.51
1241,40.0,Chak Shahzad,2,2,1361.255
1242,160.0,F-17,6,5,2178.008
1243,200.0,G-15,6,7,2178.008
1244,350.0,D-17,9,9,65340.0
1245,95.0,Sohan Valley,4,4,1633.506
1246,80.0,Tarnol,4,4,2722.51
1247,260.0,G-6,3,6,1905.757
1248,170.0,G-13,4,3,1089.004
1249,260.0,Bahria Town,5,5,2722.51
1250,270.0,National Police Foundation O-9,8,7,5445.0
1251,175.0,Zaraj Housing Scheme,6,5,2722.51
1252,325.0,G-15,6,7,3267.012
1253,160.0,Ghauri Town,6,6,2178.008
1254,50.0,Thanda Pani,3,3,1633.506
1255,90.0,Ghauri Town,4,5,816.7529999999999
1256,500.0,DHA Defence,6,6,5445.0
1257,475.0,DHA Defence,6,6,5445.0
1258,450.0,DHA Defence,6,6,5445.0
1259,160.0,Margalla Town,5,5,1633.506
1260,49.0,Ghauri Town,3,3,1361.255
1262,325.0,PWD Housing Scheme,8,6,5445.0
1263,175.0,Islamabad Expressway,6,8,2178.008
1264,70.0,Ghauri Town,3,5,816.7529999999999
1265,150.0,I-14,3,3,1633.506
1266,125.0,Bani Gala,4,3,3811.514
1267,400.0,Golra Road,7,7,2722.51
1268,580.0,I-8,6,8,33759.124
1269,245.0,Bahria Town,7,5,2722.51
1270,140.0,I-10,2,3,1361.255
1271,290.0,Tarnol,8,8,65340.0
1272,105.0,Soan Garden,3,3,27497.351
1273,305.0,I-10,6,8,1905.757
1274,150.0,FECHS,6,5,1905.757
1275,65.0,Tarnol,4,5,2450.259
1276,325.0,G-15,8,6,38659.642
1277,200.0,Pakistan Town,5,4,5445.0
1278,35.0,Lehtarar Road,3,3,1361.255
1279,1190.0,F-8,6,5,4356.016
1280,55.0,Jhang Syedan,5,4,1089.004
1281,45.0,Tarlai,3,2,1089.004
1282,19.0,Islamabad - Murree Expressway,3,2,816.7529999999999
1284,60.0,Chatha Bakhtawar,3,2,1633.506
1287,425.0,E-11,5,5,3267.012
1288,900.0,F-11,7,6,70785.0
1290,60.0,Taramrri,2,3,1361.255
1292,300.0,G-13,6,5,2178.008
1293,70.0,Ghauri Town,4,2,1361.255
1294,1800.0,E-7,8,8,87120.0
1296,185.0,I-10,5,4,1361.255
1298,110.0,Bani Gala,2,2,2722.51
1299,158.0,H-13,9,9,3539.263
1300,45.0,Khanna Pul,3,4,816.7529999999999
1304,190.0,I-10,4,4,1633.506
1305,105.0,PAEC Employees Cooperative Housing Society,3,3,2722.51
1306,280.0,G-13,7,6,2178.008
1307,550.0,Bahria Town,6,5,119790.0
1308,390.0,G-9,4,4,3811.514
1309,140.0,I-10,2,3,1361.255
1310,400.0,Bahria Town,6,5,5445.0
1311,35.0,Thanda Pani,2,3,816.7529999999999
1312,60.0,Ghauri Town,3,2,1361.255
1313,295.0,G-8,7,5,25319.343
1315,165.0,G-13,5,4,1089.004
1316,400.0,Emaar Canyon Views,6,5,59895.0
1317,460.0,Bahria Town,5,5,5445.0
1318,170.0,G-15,5,5,1905.757
1319,145.0,FECHS,6,5,1905.757
1320,210.0,G-10,4,4,19874.323
1321,145.0,FECHS,6,4,1361.255
1322,575.0,I-8,8,7,3811.514
1323,250.0,PWD Housing Scheme,8,10,5445.0
1324,110.0,Gulshan-e-Khudadad,5,6,1361.255
1325,34.0,DHA Defence,2,2,1361.255
1326,160.0,Soan Garden,9,8,2722.51
1327,60.0,Ghauri Town,2,2,1361.255
1328,450.0,DHA Defence,6,6,5445.0
1329,280.0,Bahria Town,6,5,70785.0
1330,30.0,Bhara kahu,2,3,1361.255
1331,98.0,H-13,6,7,1361.255
1332,55.0,Bani Gala,3,2,1633.506
1333,280.0,Ghauri Town,5,6,2722.51
1334,170.0,Ghauri Town,6,6,2450.259
1335,250.0,PWD Housing Scheme,8,10,65340.0
1336,160.0,D-12,3,3,1089.004
1337,100.0,Tarnol,1,2,4083.765
1338,210.0,G-8,3,4,1633.506
1339,330.0,Bahria Town,5,5,2994.7609999999995
1340,250.0,FECHS,7,7,5445.0
1341,145.0,Naval Anchorage,6,4,1905.757
1342,87.0,FECHS,3,3,1361.255
1343,200.0,G-11,3,3,1361.255
1344,335.0,D-17,6,6,3267.012
1345,495.0,DHA Defence,6,5,5445.0
1346,515.0,Bhara kahu,10,12,76230.0
1347,70.0,Ghauri Town,6,4,1089.004
1348,600.0,E-11,6,6,5445.0
1349,365.0,E-11,4,4,2178.008
1350,400.0,Emaar Canyon Views,7,5,76230.0
1351,255.0,G-13,6,5,2178.008
1352,680.0,I-8,6,8,65340.0
1353,625.0,DHA Defence,8,10,5445.0
1354,60.0,Arsalan Town,3,3,1361.255
1355,26.0,Bhara kahu,1,2,816.7529999999999
1356,63.0,H-13,5,5,1089.004
1357,70.0,PWD Road,1,3,1361.255
1358,630.0,E-11,9,9,5445.0
1361,380.0,DHA Defence,8,8,48460.67799999999
1362,135.0,Kashmir Highway,7,8,1633.506
1363,200.0,DHA Defence,8,4,2994.7609999999995
1364,280.0,Soan Garden,9,9,5445.0
1365,580.0,I-8,6,9,33759.124
1367,45.0,Simly Dam Road,4,4,1089.004
1368,110.0,H-13,5,4,1633.506
1370,310.0,G-11,4,4,1905.757
1371,40.0,Ali Pur,4,6,1361.255
1373,600.0,E-11,6,6,2178.008
1374,650.0,E-11,6,6,2178.008
1375,290.0,Bhara kahu,4,4,65340.0
1376,65.0,Ghauri Town,4,4,1089.004
1377,285.0,Bani Gala,8,8,65340.0
1378,70.0,Bhara kahu,4,4,1633.506
1379,42.0,Ghauri Town,2,3,816.7529999999999
1380,425.0,I-8,5,6,38659.642
1381,205.0,G-9,3,3,2178.008
1382,245.0,G-10,4,4,15246.056
1383,450.0,DHA Defence,7,6,5445.0
1384,175.0,G-13,4,4,11979.043999999998
1386,140.0,Green Avenue,7,5,1361.255
1387,90.0,H-13,6,5,1361.255
1388,290.0,Gulberg,6,6,5445.0
1389,60.0,Bhara kahu,3,4,816.7529999999999
1390,380.0,DHA Defence,8,6,5445.0
1391,125.0,Ghauri Town,7,5,1361.255
1392,210.0,D-12,5,5,2722.51
1394,1400.0,F-11,10,11,10890.0
1395,425.0,E-11,6,6,2994.7609999999995
1396,3000.0,F-8,10,11,21780.0
1397,800.0,G-10,10,10,76230.0
1398,350.0,E-11,6,6,2178.008
1399,375.0,E-11,5,5,2722.51
1400,600.0,E-11,9,9,4356.016
1401,650.0,F-10,5,5,5445.0
1402,915.0,F-7,4,4,5445.0
1403,190.0,Bani Gala,6,6,3267.012
1404,2500.0,E-7,5,5,5445.0
1405,150.0,Pakistan Town,5,5,2722.51
1406,565.0,E-11,6,6,5445.0
1407,1050.0,F-7,5,5,70785.0
1408,135.0,I-10,3,6,1089.004
1409,235.0,Margalla Town,4,4,2178.008
1410,145.0,FECHS,7,5,1905.757
1411,35.0,Taramrri,2,3,8712.032
1412,135.0,Ghauri Town,6,4,1905.757
1413,350.0,Bahria Town,6,5,3811.514
1414,75.0,Islamabad Highway,4,4,9528.785
1416,28.0,H-15,2,2,1361.255
1417,199.0,Soan Garden,7,6,3267.012
1418,155.0,Bhara kahu,3,6,1633.506
1419,95.0,Ghauri Town,3,2,1633.506
1421,750.0,Bani Gala,10,10,10890.0
1422,91.0,Ghauri Town,4,3,1361.255
1423,325.0,E-11,4,4,2178.008
1424,87.0,B-17,3,3,1089.004
1425,165.0,F-17,7,5,1905.757
1426,150.0,FECHS,6,6,2722.51
1427,120.0,Ghauri Town,5,4,15246.056
1428,48.0,Jhangi Syedan,3,2,1633.506
1429,255.0,G-10,4,4,1361.255
1430,380.0,DHA Defence,8,6,5445.0
1431,95.0,Soan Garden,3,2,1905.757
1432,31.0,Burma Town,2,2,816.7529999999999
1433,410.0,I-8,4,5,38659.642
1434,180.0,Koral Town,5,7,2994.7609999999995
1435,1200.0,F-8,4,4,65340.0
1436,165.0,Soan Garden,8,6,2722.51
1437,110.0,Pakistan Town,5,4,1361.255
1438,265.0,Korang Town,6,6,3811.514
1439,240.0,G-10,4,4,19874.323
1440,52.0,I-13,3,3,1361.255
1441,25.0,Frash Town,4,2,816.7529999999999
1443,410.0,G-9,5,5,3267.012
1444,35.0,Tarnol,2,3,1089.004
1445,55.0,Jhangi Syedan,6,4,1361.255
1446,850.0,E-7,6,6,4356.016
1447,105.0,Bani Gala,5,5,1633.506
1448,380.0,DHA Defence,5,5,5445.0
1449,150.0,B-17,7,6,2722.51
1450,200.0,DHA Defence,5,5,29675.359
